dataset,cell,seed,patient_idx,feasible_target_exists,classification,resolved_by_2k,resolved_by_synthetic
uci,dsr_full,0,20,False,certified_infeasible,False,False
uci,dsr_full,0,26,False,certified_infeasible,False,False
uci,dsr_full,0,30,True,unresolved,False,False
uci,dsr_full,0,32,False,certified_infeasible,False,False
uci,dsr_full,0,34,False,certified_infeasible,False,False
uci,dsr_full,0,38,True,unresolved,False,False
uci,dsr_full,0,44,True,unresolved,False,False
uci,dsr_full,0,50,False,certified_infeasible,False,False
uci,dsr_full,0,52,False,certified_infeasible,False,False
uci,dsr_full,0,53,True,unresolved,False,False
uci,dsr_full,0,55,False,certified_infeasible,False,False
uci,dsr_full,0,57,False,certified_infeasible,False,False
uci,dsr_full,1,10,False,certified_infeasible,False,False
uci,dsr_full,1,19,True,unresolved,False,False
uci,dsr_full,1,22,True,unresolved,False,False
uci,dsr_full,1,29,False,certified_infeasible,False,False
uci,dsr_full,1,39,True,unresolved,False,False
uci,dsr_full,1,40,False,certified_infeasible,False,False
uci,dsr_full,1,42,False,certified_infeasible,False,False
uci,dsr_full,1,45,False,certified_infeasible,False,False
uci,dsr_full,1,54,False,certified_infeasible,False,False
uci,dsr_full,1,55,False,certified_infeasible,False,False
uci,dsr_full,1,56,True,unresolved,False,False
uci,dsr_full,2,4,True,unresolved,False,False
uci,dsr_full,2,8,False,certified_infeasible,False,False
uci,dsr_full,2,13,False,certified_infeasible,False,False
uci,dsr_full,2,14,False,certified_infeasible,False,False
uci,dsr_full,2,17,False,certified_infeasible,False,False
uci,dsr_full,2,25,False,certified_infeasible,False,False
uci,dsr_full,2,26,True,unresolved,False,False
uci,dsr_full,2,30,True,unresolved,False,False
uci,dsr_full,2,32,False,certified_infeasible,False,False
uci,dsr_full,2,35,False,certified_infeasible,False,False
uci,dsr_full,2,40,True,unresolved,False,False
uci,dsr_full,2,42,False,certified_infeasible,False,False
uci,dsr_full,2,43,False,certified_infeasible,False,False
uci,dsr_full,2,45,True,unresolved,False,False
uci,dsr_full,2,49,False,certified_infeasible,False,False
uci,dsr_full,2,50,True,unresolved,False,False
uci,dsr_full,2,51,True,unresolved,False,False
uci,dsr_full,2,53,True,unresolved,False,False
uci,dsr_full,2,55,False,certified_infeasible,False,False
uci,dsr_full,2,56,False,certified_infeasible,False,False
uci,dsr_full,3,5,False,certified_infeasible,False,False
uci,dsr_full,3,7,False,certified_infeasible,False,False
uci,dsr_full,3,10,False,certified_infeasible,False,False
uci,dsr_full,3,12,True,unresolved,False,False
uci,dsr_full,3,13,False,certified_infeasible,False,False
uci,dsr_full,3,16,True,unresolved,False,False
uci,dsr_full,3,20,False,certified_infeasible,False,False
uci,dsr_full,3,22,False,certified_infeasible,False,False
uci,dsr_full,3,23,False,certified_infeasible,False,False
uci,dsr_full,3,25,False,certified_infeasible,False,False
uci,dsr_full,3,30,False,certified_infeasible,False,False
uci,dsr_full,3,33,False,certified_infeasible,False,False
uci,dsr_full,3,39,False,certified_infeasible,False,False
uci,dsr_full,3,40,True,unresolved,False,False
uci,dsr_full,3,41,False,certified_infeasible,False,False
uci,dsr_full,3,45,False,certified_infeasible,False,False
uci,dsr_full,3,47,False,certified_infeasible,False,False
uci,dsr_full,3,48,False,certified_infeasible,False,False
uci,dsr_full,3,52,False,certified_infeasible,False,False
uci,dsr_full,3,56,False,certified_infeasible,False,False
uci,dsr_full,4,19,False,certified_infeasible,False,False
uci,dsr_full,4,31,True,unresolved,False,False
uci,dsr_full,4,14,False,certified_infeasible,False,False
uci,dsr_full,4,4,False,certified_infeasible,False,False
uci,dsr_full,4,42,False,certified_infeasible,False,False
uci,dsr_full,4,5,True,unresolved,False,False
uci,dsr_full,4,34,False,certified_infeasible,False,False
uci,dsr_full,4,36,False,certified_infeasible,False,False
uci,dsr_full,4,59,True,unresolved,False,False
uci,dsr_full,4,58,False,certified_infeasible,False,False
uci,dsr_full,4,17,False,certified_infeasible,False,False
uci,dsr_full,4,16,False,certified_infeasible,False,False
uci,dsr_full,4,6,True,unresolved,False,False
uci,dsr_full,4,20,False,certified_infeasible,False,False
uci,dsr_full,4,38,False,certified_infeasible,False,False
uci,dsr_full,4,23,False,certified_infeasible,False,False
uci,dsr_full,4,37,True,unresolved,False,False
uci,dsr_full,4,33,False,certified_infeasible,False,False
uci,dsr_full,4,3,True,unresolved,False,False
uci,dsr_full,4,57,False,certified_infeasible,False,False
uci,dsr_full,4,44,False,certified_infeasible,False,False
uci,dsr_full,4,45,False,certified_infeasible,False,False
uci,dsr_full,4,40,False,certified_infeasible,False,False
uci,dsr_full,4,11,False,certified_infeasible,False,False
uci,dsr_full,4,27,False,certified_infeasible,False,False
